,Country,Original Station Number,Original Station Name,Path to original data,Latitude,Longitude,Elevation,Number of records,Percent missing data,Original Timestep,Original Units,Daylight Saving info,No data value,Resolution,Other,height,height units,file,header_lines,units,ID,Start,End,timezone,timestep,utc_offset,Inferred_timezone,End_time,Start_time
AU_10614,Australia,10614,NARROGIN,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor10614_999999998752773.txt,-32.9342,117.1797,338m,366084,20.17,5min,mm,NA,-999.0,0.0, Changed LST,338.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_10614.txt,21,mm,AU_10614,1963082713,2005060100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2005-05-31 16:00:00+00:00,1963-08-27 05:00:00+00:00
AU_58192,Australia,58192,UPPER MONGOGARIE (MARANGAROO),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor58192_999999998752763.txt,-28.9883,152.8809,70m,249754,10.75,5min,mm,NA,-999.0,0.0, Changed LST,70.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_58192.txt,21,mm,AU_58192,1987010215,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-06-30 14:00:00+00:00,1987-01-02 05:00:00+00:00
AU_21118,Australia,21118,PORT PIRIE AERODROME,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor21118_999999998752775.txt,-33.2341,138.001,10m,79905,8.32,5min,mm,NA,-999.0,0.2, Changed LST,10.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_21118.txt,21,mm,AU_21118,2006072016,2015090100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-31 14:30:00+00:00,2006-07-20 06:30:00+00:00
AU_84036,Australia,84036,BEMM RIVER (SYDENHAM INLET),B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor84036_999999998752770.txt,-37.75,148.9667,3m,31480,47.99,5min,mm,NA,-999.0,0.0, Changed LST,3.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_84036.txt,21,mm,AU_84036,1962092709,1966050100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,1966-04-30 14:00:00+00:00,1962-09-26 23:00:00+00:00
AU_2053,Australia,2053,LANSDOWNE,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor2053_999999998752773.txt,-17.6133,126.7442,400m,121531,30.98,5min,mm,NA,-999.0,0.0, Changed LST,400.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_2053.txt,21,mm,AU_2053,1998062006,2012050100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2012-04-30 16:00:00+00:00,1998-06-19 22:00:00+00:00
AU_91126,Australia,91126,DEVONPORT AIRPORT,B:/INTENSE data/Original data/Australia/RI_5min_TAS-ANT.zip/outputFor91126_999999998752777.txt,-41.1701,146.4289,8m,87333,7.97,5min,mm,NA,-999.0,0.01, Changed LST,8.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_91126.txt,21,mm,AU_91126,2005041404,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Hobart,2015-03-31 14:00:00+00:00,2005-04-13 18:00:00+00:00
AU_33106,Australia,33106,HAMILTON ISLAND AIRPORT,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor33106_999999998752738.txt,-20.3658,148.9536,58.7m,106929,16.67,5min,mm,NA,-999.0,0.01, Changed LST,58.7,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_33106.txt,21,mm,AU_33106,2002032016,2014060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Lindeman,2014-05-31 14:00:00+00:00,2002-03-20 06:00:00+00:00
AU_3097,Australia,3097,BEVERLEY SPRINGS AIRSTRIP,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor3097_999999998752773.txt,-16.73,125.4386,393m,25593,7.81,5min,mm,NA,-999.0,0.04, Changed LST,393.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_3097.txt,21,mm,AU_3097,1999103016,2002100100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2002-09-30 16:00:00+00:00,1999-10-30 08:00:00+00:00
AU_40106,Australia,40106,KENILWORTH TOWNSHIP,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40106_999999998752738.txt,-26.5956,152.7281,107m,299469,17.65,5min,mm,NA,-999.0,0.0, Changed LST,107.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40106.txt,21,mm,AU_40106,1981070304,2015090100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-31 14:00:00+00:00,1981-07-02 18:00:00+00:00
AU_54036,Australia,54036,WALLANGRA (WALLANGRA STATION),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor54036_999999998752763.txt,-29.2443,150.8923,440m,137339,10.34,5min,mm,NA,-999.0,0.0, Changed LST,440.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_54036.txt,21,mm,AU_54036,1954060214,1970020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1970-01-31 14:00:00+00:00,1954-06-02 04:00:00+00:00
AU_52062,Australia,52062,COLLARENEBRI (COLLYMONGLE),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor52062_999999998752763.txt,-29.4333,148.7333,147m,80757,21.72,5min,mm,NA,-999.0,0.0, Changed LST,147.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_52062.txt,21,mm,AU_52062,1966091404,1975120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1975-11-30 14:00:00+00:00,1966-09-13 18:00:00+00:00
AU_1019,Australia,1019,KALUMBURU,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor1019_999999998752773.txt,-14.2964,126.6453,23m,130008,25.91,5min,mm,NA,-999.0,0.01, Changed LST,23.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_1019.txt,21,mm,AU_1019,2000110101,2015090100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2015-08-31 16:00:00+00:00,2000-10-31 17:00:00+00:00
AU_87061,Australia,87061,SUNBURY (SALESIAN COLLEGE ),B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor87061_999999998752770.txt,-37.5706,144.7411,200m,342499,12.93,5min,mm,NA,-999.0,0.0, Changed LST,200.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_87061.txt,21,mm,AU_87061,1929010506,1968020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,1968-01-31 14:00:00+00:00,1929-01-04 20:00:00+00:00
AU_94229,Australia,94229,HOBART (ELLERSLIE RD-DINES PLUVIOGRAPH C,B:/INTENSE data/Original data/Australia/RI_5min_TAS-ANT.zip/outputFor94229_999999998752777.txt,-42.8906,147.3267,50.5m,17654,9.32,5min,mm,NA,-999.0,0.01, Changed LST,50.5,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_94229.txt,21,mm,AU_94229,2004062511,2006070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Hobart,2006-06-30 14:00:00+00:00,2004-06-25 01:00:00+00:00
AU_18012,Australia,18012,CEDUNA AMO,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor18012_999999998752775.txt,-32.1297,133.6976,15.3m,539195,17.29,5min,mm,NA,-999.0,0.0, Changed LST,15.3,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_18012.txt,21,mm,AU_18012,1954012614,2015080100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2015-07-31 14:30:00+00:00,1954-01-26 04:30:00+00:00
AU_62096,Australia,62096,RYLSTONE (YOOTHAMURRA),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor62096_999999998752763.txt,-32.6933,150.23,1067m,19722,0.09,5min,mm,NA,-999.0,0.0, Changed LST,1067.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_62096.txt,21,mm,AU_62096,1981033107,1983070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1983-06-30 14:00:00+00:00,1981-03-30 21:00:00+00:00
AU_1026,Australia,1026,DRYSDALE RIVER STATION,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor1026_999999998752773.txt,-15.7025,126.3786,370m,18801,4.57,5min,mm,NA,-999.0,0.04, Changed LST,370.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_1026.txt,21,mm,AU_1026,1997090816,1999110100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,1999-10-31 16:00:00+00:00,1997-09-08 08:00:00+00:00
AU_40062,Australia,40062,CROHAMHURST,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40062_999999998752738.txt,-26.8094,152.87,200m,353592,33.22,5min,mm,NA,-999.0,0.0, Changed LST,200.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40062.txt,21,mm,AU_40062,1960100101,2001020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2001-01-31 14:00:00+00:00,1960-09-30 15:00:00+00:00
AU_57091,Australia,57091,URALLA (BLUE NOBBY),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor57091_999999998752763.txt,-30.7167,151.8531,1067m,308193,42.15,5min,mm,NA,-999.0,0.0, Changed LST,1067.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_57091.txt,21,mm,AU_57091,1975010216,2010030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2010-02-28 14:00:00+00:00,1975-01-02 06:00:00+00:00
AU_65092,Australia,65092,DUBBO (JAYMARK ROAD),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor65092_999999998752763.txt,-32.2278,148.6939,355m,102257,26.73,5min,mm,NA,-999.0,0.0, Changed LST,355.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_65092.txt,21,mm,AU_65092,1987010108,1998090100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1998-08-31 14:00:00+00:00,1986-12-31 22:00:00+00:00
AU_14310,Australia,14310,OENPELLI AIRPORT,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor14310_999999998752779.txt,-12.3272,133.0069,7.5m,22862,19.08,5min,mm,NA,-999.0,0.2, Changed LST,7.5,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_14310.txt,21,mm,AU_14310,2012092011,2015050100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,2015-04-30 14:30:00+00:00,2012-09-20 01:30:00+00:00
AU_83025,Australia,83025,OMEO COMPARISON,B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor83025_999999998752770.txt,-37.1011,147.598,685m,227199,11.69,5min,mm,NA,-999.0,0.0, Changed LST,685.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_83025.txt,21,mm,AU_83025,1985033010,2011030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,2011-02-28 14:00:00+00:00,1985-03-30 00:00:00+00:00
AU_14703,Australia,14703,CENTRE ISLAND,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor14703_999999998752779.txt,-15.7426,136.8192,12.2m,240279,58.32,5min,mm,NA,-999.0,0.0, Changed LST,12.2,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_14703.txt,21,mm,AU_14703,1988010210,2015060100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,2015-05-31 14:30:00+00:00,1988-01-02 00:30:00+00:00
AU_61133,Australia,61133,BOLTON POINT (THE RIDGE WAY),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor61133_999999998752763.txt,-32.9906,151.6099,48m,68206,13.88,5min,mm,NA,-999.0,0.0, Changed LST,48.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_61133.txt,21,mm,AU_61133,1970091903,1978070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1978-06-30 14:00:00+00:00,1970-09-18 17:00:00+00:00
AU_69015,Australia,69015,EDEN (CARAVAN PARK),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor69015_999999998752763.txt,-37.0557,149.9052,9m,14955,6.25,5min,mm,NA,-999.0,0.01, Changed LST,9.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_69015.txt,21,mm,AU_69015,1965041722,1967010100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1966-12-31 14:00:00+00:00,1965-04-17 12:00:00+00:00
AU_28004,Australia,28004,PALMERVILLE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor28004_999999998752738.txt,-16.0008,144.0758,203.8m,288532,9.84,5min,mm,NA,-999.0,0.0, Changed LST,203.8,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_28004.txt,21,mm,AU_28004,1966123121,1999120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,1999-11-30 14:00:00+00:00,1966-12-31 11:00:00+00:00
AU_40126,Australia,40126,MARYBOROUGH,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40126_999999998752738.txt,-25.5161,152.7156,10.3m,443343,7.88,5min,mm,NA,-999.0,0.0, Changed LST,10.3,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40126.txt,21,mm,AU_40126,1964080210,2015030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-02-28 14:00:00+00:00,1964-08-02 00:00:00+00:00
AU_42016,Australia,42016,HANNAFORD POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor42016_999999998752738.txt,-27.341,150.0621,283m,402170,21.94,5min,mm,NA,-999.0,0.0, Changed LST,283.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_42016.txt,21,mm,AU_42016,1969071423,2015060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-05-31 14:00:00+00:00,1969-07-14 13:00:00+00:00
AU_59026,Australia,59026,UPPER ORARA (AURANIA),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor59026_999999998752763.txt,-30.3076,152.9874,145m,381319,13.15,5min,mm,NA,-999.0,0.0, Changed LST,145.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_59026.txt,21,mm,AU_59026,1970040118,2013100100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2013-09-30 14:00:00+00:00,1970-04-01 08:00:00+00:00
AU_87031,Australia,87031,LAVERTON RAAF,B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor87031_999999998752770.txt,-37.8565,144.7566,20.1m,302127,10.75,5min,mm,NA,-999.0,0.0, Changed LST,20.1,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_87031.txt,21,mm,AU_87031,1965031410,1999090100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,1999-08-31 14:00:00+00:00,1965-03-14 00:00:00+00:00
AU_68054,Australia,68054,ROBERTSON (CAALONG STREET),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor68054_999999998752763.txt,-34.5845,150.5926,758m,86887,13.98,5min,mm,NA,-999.0,0.0, Changed LST,758.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_68054.txt,21,mm,AU_68054,2005080118,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-06-30 14:00:00+00:00,2005-08-01 08:00:00+00:00
AU_94145,Australia,94145,HOBART (KNOCKLOFTY),B:/INTENSE data/Original data/Australia/RI_5min_TAS-ANT.zip/outputFor94145_999999998752777.txt,-42.8831,147.3022,231.6m,167921,6.71,5min,mm,NA,-999.0,0.01, Changed LST,231.6,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_94145.txt,21,mm,AU_94145,1996070508,2015090100,Local Standard Time,1hr,0 days 10:00:00,Australia/Hobart,2015-08-31 14:00:00+00:00,1996-07-04 22:00:00+00:00
AU_24515,Australia,24515,LANGHORNE CREEK,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor24515_999999998752775.txt,-35.2959,139.0328,18m,370592,6.47,5min,mm,NA,-999.0,0.0, Changed LST,18.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_24515.txt,21,mm,AU_24515,1973011917,2015050100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2015-04-30 14:30:00+00:00,1973-01-19 07:30:00+00:00
AU_34038,Australia,34038,MORANBAH WATER TREATMENT PLANT,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor34038_999999998752738.txt,-21.9947,148.0308,260m,232045,8.68,5min,mm,NA,-999.0,0.0, Changed LST,260.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_34038.txt,21,mm,AU_34038,1986011012,2012070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2012-06-30 14:00:00+00:00,1986-01-10 02:00:00+00:00
AU_15652,Australia,15652,WATARRKA,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor15652_999999998752779.txt,-24.2918,131.549,614m,163603,12.22,5min,mm,NA,-999.0,0.0, Changed LST,614.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_15652.txt,21,mm,AU_15652,1996070106,2015030100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,2015-02-28 14:30:00+00:00,1996-06-30 20:30:00+00:00
AU_6072,Australia,6072,EMU CREEK STATION,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor6072_999999998752773.txt,-23.0314,115.0414,111m,374702,13.69,5min,mm,NA,-999.0,0.0, Changed LST,111.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_6072.txt,21,mm,AU_6072,1972070211,2015040100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2015-03-31 16:00:00+00:00,1972-07-02 03:00:00+00:00
AU_60141,Australia,60141,TAREE AIRPORT AWS,B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor60141_999999998752763.txt,-31.8896,152.512,8m,88886,23.8,5min,mm,NA,-999.0,0.02, Changed LST,8.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_60141.txt,21,mm,AU_60141,2005051011,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-06-30 14:00:00+00:00,2005-05-10 01:00:00+00:00
AU_9240,Australia,9240,BICKLEY,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor9240_999999998752773.txt,-32.0072,116.1369,384m,161148,27.98,5min,mm,NA,-999.0,0.0, Changed LST,384.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_9240.txt,21,mm,AU_9240,1996101113,2015030100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2015-02-28 16:00:00+00:00,1996-10-11 05:00:00+00:00
AU_69000,Australia,69000,ARALUEN POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor69000_999999998752763.txt,-35.65,149.8167,160m,94863,12.78,5min,mm,NA,-999.0,0.0, Changed LST,160.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_69000.txt,21,mm,AU_69000,1960010510,1970110100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1970-10-31 14:00:00+00:00,1960-01-05 00:00:00+00:00
AU_40526,Australia,40526,MT NEBO BCC,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40526_999999998752738.txt,-27.385,152.7792,200m,48111,97.65,5min,mm,NA,-999.0,0.25, Changed LST,200.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40526.txt,21,mm,AU_40526,1967060610,1972120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,1972-11-30 14:00:00+00:00,1967-06-06 00:00:00+00:00
AU_15678,Australia,15678,DOCKER RIVER AIRSTRIP,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor15678_999999998752779.txt,-24.8587,129.1193,592m,52206,0.36,5min,mm,NA,-999.0,0.2, Changed LST,592.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_15678.txt,21,mm,AU_15678,2009051619,2015050100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,2015-04-30 14:30:00+00:00,2009-05-16 09:30:00+00:00
AU_41056,Australia,41056,KILLARNEY POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41056_999999998752738.txt,-28.3344,152.2953,507m,373398,11.26,5min,mm,NA,-999.0,0.0, Changed LST,507.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41056.txt,21,mm,AU_41056,1972092419,2015050100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-04-30 14:00:00+00:00,1972-09-24 09:00:00+00:00
AU_22823,Australia,22823,CAPE BORDA,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor22823_999999998752775.txt,-35.7549,136.5959,158m,98568,0.96,5min,mm,NA,-999.0,0.0, Changed LST,158.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_22823.txt,21,mm,AU_22823,2004020101,2015050100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2015-04-30 14:30:00+00:00,2004-01-31 15:30:00+00:00
AU_66062,Australia,66062,SYDNEY (OBSERVATORY HILL),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor66062_999999998752763.txt,-33.8607,151.205,39m,894811,5.63,5min,mm,NA,-999.0,0.0, Changed LST,39.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_66062.txt,21,mm,AU_66062,1913010306,2015020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-01-31 14:00:00+00:00,1913-01-02 20:00:00+00:00
AU_17096,Australia,17096,MOOMBA,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor17096_999999998752775.txt,-28.1125,140.2102,39m,244796,5.34,5min,mm,NA,-999.0,0.0, Changed LST,39.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_17096.txt,21,mm,AU_17096,1972112805,2000110100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2000-10-31 14:30:00+00:00,1972-11-27 19:30:00+00:00
AU_40218,Australia,40218,CARINA HILL CRESCENT,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40218_999999998752738.txt,-27.5,153.0833,12m,1431,98.32,5min,mm,NA,-999.0,0.76, Changed LST,12.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40218.txt,21,mm,AU_40218,1972040210,1972060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,1972-05-31 14:00:00+00:00,1972-04-02 00:00:00+00:00
AU_62020,Australia,62020,BYLONG (MONTORO),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor62020_999999998752763.txt,-32.5014,150.0333,400m,229815,5.19,5min,mm,NA,-999.0,0.0, Changed LST,400.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_62020.txt,21,mm,AU_62020,1965021010,1991050100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1991-04-30 14:00:00+00:00,1965-02-10 00:00:00+00:00
AU_94029,Australia,94029,HOBART (ELLERSLIE ROAD),B:/INTENSE data/Original data/Australia/RI_5min_TAS-ANT.zip/outputFor94029_999999998752777.txt,-42.8897,147.3278,50.5m,913863,8.06,5min,mm,NA,-999.0,0.0, Changed LST,50.5,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_94029.txt,21,mm,AU_94029,1911050110,2015080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Hobart,2015-07-31 14:00:00+00:00,1911-05-01 00:00:00+00:00
AU_61181,Australia,61181,BROKE (OAKLEY),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor61181_999999998752763.txt,-32.75,151.1667,91.4m,92708,9.49,5min,mm,NA,-999.0,0.0, Changed LST,91.4,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_61181.txt,21,mm,AU_61181,1959010305,1969080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1969-07-31 14:00:00+00:00,1959-01-02 19:00:00+00:00
AU_24560,Australia,24560,MONARTO SOUTH,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor24560_999999998752775.txt,-35.1167,139.1,145m,24446,7.81,5min,mm,NA,-999.0,0.0, Changed LST,145.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_24560.txt,21,mm,AU_24560,1972121611,1975100100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,1975-09-30 14:30:00+00:00,1972-12-16 01:30:00+00:00
AU_96002,Australia,96002,BRONTE HEIGHTS,B:/INTENSE data/Original data/Australia/RI_5min_TAS-ANT.zip/outputFor96002_999999998752777.txt,-42.1419,146.4931,712m,17674,2.72,5min,mm,NA,-999.0,0.2, Changed LST,712.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_96002.txt,21,mm,AU_96002,2013072515,2015080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Hobart,2015-07-31 14:00:00+00:00,2013-07-25 05:00:00+00:00
AU_73007,Australia,73007,BURRINJUCK DAM,B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor73007_999999998752763.txt,-34.9997,148.5984,390m,895390,31.64,5min,mm,NA,-999.0,0.0, Changed LST,390.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_73007.txt,21,mm,AU_73007,1911051003,2013070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2013-06-30 14:00:00+00:00,1911-05-09 17:00:00+00:00
AU_14046,Australia,14046,NOONAMAH AWS,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor14046_999999998752779.txt,-12.6365,131.0714,26.9m,36102,25.85,5min,mm,NA,-999.0,0.2, Changed LST,26.9,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_14046.txt,21,mm,AU_14046,2009051819,2013070100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,2013-06-30 14:30:00+00:00,2009-05-18 09:30:00+00:00
